Année, Population, Aieux, Aieules
19808.5491,,1170,
19809.1042,,1171,
19809.4631,,1172,
19809.8711,,1173,
19809.9594,,1174,
19810.1029,,1175,
19810.5751,,1176,
19810.8153,,1177,
19811.1162,,1178,
19811.1571,,1179,
19811.8403,,1180,
19811.9823,,1181,
19812.1869,,1182,
19812.3703,,1183,
19812.9232,,1184,
19812.9572,,1185,
19813.2517,,1186,
19813.3903,,1187,
19813.4254,,1188,
19813.7327,,1189,
19813.8745,,1190,
19813.8986,,1191,
19813.9337,,1192,
19814.0596,,1193,
19814.1035,,1194,
19814.1572,,1195,
19814.1920,,1196,
19814.2934,,1197,
19814.3196,,1198,
19814.6531,,1199,
19814.8737,,1200,
19815.3886,,1201,
19815.5265,,1202,
19815.5804,,1203,
19815.5818,,1204,
19815.6184,,1205,
19815.8128,,1206,
19816.0404,,1207,
19816.2663,,1208,
19816.3890,,1209,
19816.5918,,1210,
19816.9177,,1211,
19817.1547,,1212,
19817.3471,,1213,
19817.3738,,1214,
19817.3865,,1215,
19817.4284,,1216,
19817.8007,,1217,
19817.8585,,1218,
19817.9257,,1219,
19817.9943,,1220,
19818.7085,,1221,
19818.7715,,1222,
19818.8172,,1223,
19819.2645,,1224,
19819.2774,,1225,
19819.2780,,1226,
19819.2981,,1227,
19819.3630,,1228,
19820.1599,,1229,
19820.2755,,1230,
19820.4659,,1231,
19820.5743,,1232,
19820.7756,,1233,
19821.2073,,1234,
19821.2949,,1235,
19821.5556,,1236,
19821.6111,,1237,
19821.8323,,1238,
19822.0626,,1239,
19822.1812,,1240,
19822.3353,,1241,
19822.3490,,1242,
19822.5996,,1243,
19822.7369,,1244,
19822.8079,,1245,
19823.0894,,1246,
19823.1416,,1247,
19823.2268,,1248,
19823.3444,,1249,
19823.5976,,1250,
19823.6493,,1251,
19823.7161,,1252,
19823.8873,,1253,
19824.0998,,1254,
19824.1763,,1255,
19824.2218,,1256,
19824.7117,,1257,
19825.1246,,1258,
19825.2010,,1259,
19825.2094,,1260,
19825.4613,,1261,
19825.5306,,1262,
19825.6134,,1263,
19825.6625,,1264,
19826.2078,,1265,
19826.5883,,1266,
19826.6815,,1267,
19826.7032,,1268,
19826.9034,,1269,
19826.9266,,1270,
19827.0566,,1271,
19827.2654,,1272,
19827.4369,,1273,
19827.4441,,1274,
19827.6511,,1275,
19827.7091,,1276,
19827.7291,,1277,
19828.0414,,1278,
19828.0480,,1279,
19828.0638,,1280,
19828.1175,,1281,
19828.5039,,1282,
19828.6940,,1283,
19829.1041,,1284,
19829.1684,,1285,
19829.1746,,1286,
19829.2502,,1287,
19829.4530,,1288,
19829.4890,,1289,
19829.8412,,1290,
19829.9628,,1291,
19830.2286,,1292,
19830.6732,,1293,
19830.6946,,1294,
19830.7082,,1295,
19830.8979,,1296,
19831.3477,,1297,
19831.4432,,1298,
19831.7700,,1299,
19831.9420,,1300,
19832.1039,,1301,
19832.2338,,1302,
19832.2707,,1303,
19832.5064,,1304,
19833.0763,,1305,
19833.1638,,1306,
19833.2633,,1307,
19833.3599,,1308,
19833.4889,,1309,
19833.5017,,1310,
19833.5592,,1311,
19833.8955,,1312,
19833.9337,,1313,
19833.9661,,1314,
19834.0469,,1315,
19834.1320,,1316,
19834.3706,,1317,
19834.4428,,1318,
19834.5100,,1319,
19834.8497,,1320,
19834.9174,,1321,
19835.0497,,1322,
19835.4479,,1323,
19835.5758,,1324,
19835.6546,,1325,
19835.8031,,1326,
19835.8640,,1327,
19835.9598,,1328,
19836.1695,,1329,
19836.5190,,1330,
19836.5797,,1331,
19836.8860,,1332,
19837.0537,,1333,
19837.2225,,1334,
19837.2421,,1335,
19837.5580,,1336,
19837.5941,,1337,
19837.6290,,1338,
19837.7782,,1339,
19838.2398,,1340,
19838.3456,,1341,
19838.5884,,1342,
19838.5888,,1343,
19838.6861,,1344,
19838.8804,,1345,
19839.1345,,1346,
19839.1976,,1347,
19839.6944,,1348,
19839.7707,,1349,
19839.8372,,1350,
19839.8428,,1351,
19839.8865,,1352,
19840.4293,,1353,
19840.7376,,1354,
19840.7568,,1355,
19840.9292,,1356,
19841.1876,,1357,
19841.7774,,1358,
19841.8997,,1359,
19841.9326,,1360,
19842.2249,,1361,
19842.2544,,1362,
19842.2991,,1363,
19842.5687,,1364,
19842.5923,,1365,
19842.6209,,1366,
19842.7026,,1367,
19842.7286,,1368,
19842.9029,,1369,
19842.9072,,1370,
19843.0002,,1371,
19843.0675,,1372,
19843.0925,,1373,
19843.1076,,1374,
19843.1963,,1375,
19843.6063,,1376,
19843.6345,,1377,
19843.9249,,1378,
19844.1355,,1379,
19844.1387,,1380,
19844.2207,,1381,
19844.2364,,1382,
19844.3018,,1383,
19844.3234,,1384,
19844.3868,,1385,
19844.7873,,1386,
19844.7909,,1387,
19845.1185,,1388,
19845.1571,,1389,
19845.7124,,1390,
19846.1539,,1391,
19846.2578,,1392,
19846.7301,,1393,
19847.2371,,1394,
19847.2591,,1395,
19847.4042,,1396,
19847.4053,,1397,
19847.5962,,1398,
19847.9085,,1399,
19848.1283,,1400,
19848.1679,,1401,
19848.2571,,1402,
19848.2925,,1403,
19848.3530,,1404,
19848.4501,,1405,
19848.4762,,1406,
19848.5958,,1407,
19848.7601,,1408,
19848.7659,,1409,
19848.8411,,1410,
19848.8523,,1411,
19848.9675,,1412,
19849.0895,,1413,
19849.1922,,1414,
19849.2230,,1415,
19849.2922,,1416,
19849.7240,,1417,
19849.7979,,1418,
19849.9609,,1419,
19850.0240,,1420,
19850.2049,,1421,
19850.5109,,1422,
19850.7037,,1423,
19850.8362,,1424,
19851.0784,,1425,
19851.0847,,1426,
19851.1163,,1427,
19851.1312,,1428,
19851.4223,,1429,
19851.4905,,1430,
19851.8787,,1431,
19852.0308,,1432,
19852.0860,,1433,
19852.3135,,1434,
19852.6110,,1435,
19852.7229,,1436,
19852.8392,,1437,
19852.8827,,1438,
19853.1501,,1439,
19853.1695,,1440,
19853.3177,,1441,
19853.5259,,1442,
19854.1584,,1443,
19854.2075,,1444,
19854.6385,,1445,
19854.6542,,1446,
19854.7884,,1447,
19854.9786,,1448,
19855.0934,,1449,
19855.1949,,1450,
19855.2460,,1451,
19855.3072,,1452,
19855.4007,,1453,
19855.5488,,1454,
19855.6801,,1455,
19855.7794,,1456,
19855.8448,,1457,
19856.0718,,1458,
19856.1078,,1459,
19856.1898,,1460,
19856.3157,,1461,
19856.3932,,1462,
19856.4313,,1463,
19856.4679,,1464,
19856.7923,,1465,
19856.8566,,1466,
19856.8879,,1467,
19856.9047,,1468,
19857.1284,,1469,
19857.1762,,1470,
19857.5357,,1471,
19857.6134,,1472,
19857.7262,,1473,
19857.7265,,1474,
19857.7596,,1475,
19857.8816,,1476,
19857.9331,,1477,
19858.0986,,1478,
19858.1644,,1479,
19858.3215,,1480,
19858.4732,,1481,
19858.4877,,1482,
19858.7110,,1483,
19858.8679,,1484,
19858.9003,,1485,
19859.0648,,1486,
19859.3719,,1487,
19859.4655,,1488,
19859.4903,,1489,
19859.5016,,1490,
19859.5132,,1491,
19859.6359,,1492,
19859.6969,,1493,
19859.7104,,1494,
19859.9238,,1495,
19859.9914,,1496,
19860.3800,,1497,
19860.5868,,1498,
19860.9605,,1499,
19861.1312,,1500,
19861.1734,,1501,
19861.2139,,1502,
19861.3193,,1503,
19861.3517,,1504,
19861.4182,,1505,
19861.4707,,1506,
19861.5383,,1507,
19861.6105,,1508,
19861.7710,,1509,
19861.8450,,1510,
19861.9873,,1511,
19862.1110,,1512,
19862.1465,,1513,
19862.1904,,1514,
19862.2082,,1515,
19862.3264,,1516,
19862.3999,,1517,
19862.9183,,1518,
19863.6467,,1519,
19863.6499,,1520,
19863.7208,,1521,
19863.9399,,1522,
19863.9815,,1523,
19864.0105,,1524,
19864.0338,,1525,
19864.3035,,1526,
19864.3055,,1527,
19864.3720,,1528,
19864.4547,,1529,
19864.5239,,1530,
19864.5389,,1531,
19864.5467,,1532,
19864.7393,,1533,
19864.8394,,1534,
19864.9474,,1535,
19865.0249,,1536,
19865.0732,,1537,
19865.4031,,1538,
19865.4418,,1539,
19865.4425,,1540,
19865.7814,,1541,
19865.8111,,1542,
19865.9021,,1543,
19866.0547,,1544,
19866.1176,,1545,
19866.1493,,1546,
19866.5653,,1547,
19866.5677,,1548,
19866.9450,,1549,
19867.0661,,1550,
19867.1206,,1551,
19867.2693,,1552,
19867.3220,,1553,
19867.3884,,1554,
19867.4358,,1555,
19867.5306,,1556,
19867.5317,,1557,
19867.7512,,1558,
19868.2143,,1559,
19868.3305,,1560,
19868.5401,,1561,
19868.5729,,1562,
19868.6920,,1563,
19868.6993,,1564,
19868.7246,,1565,
19868.7365,,1566,
19868.9147,,1567,
19869.0423,,1568,
19869.0712,,1569,
19869.1503,,1570,
19869.1977,,1571,
19869.3882,,1572,
19869.4017,,1573,
19869.4835,,1574,
19869.6516,,1575,
19869.7632,,1576,
19870.1069,,1577,
19870.1645,,1578,
19870.2576,,1579,
19870.3255,,1580,
19870.7028,,1581,
19870.7303,,1582,
19870.8074,,1583,
19870.9069,,1584,
19870.9408,,1585,
19871.1230,,1586,
19871.4466,,1587,
19871.4850,,1588,
19871.4861,,1589,
19871.6156,,1590,
19871.6232,,1591,
19871.7548,,1592,
19871.8311,,1593,
19871.9486,,1594,
19872.0533,,1595,
19872.1145,,1596,
19872.1420,,1597,
19872.1703,,1598,
19872.1775,,1599,
19872.2945,,1600,
19872.4658,,1601,
19872.6949,,1602,
19872.7109,,1603,
19872.7936,,1604,
19872.9462,,1605,
19872.9821,,1606,
19872.9900,,1607,
19873.0186,,1608,
19873.0225,,1609,
19873.0343,,1610,
19873.1200,,1611,
19873.1479,,1612,
19873.1817,,1613,
19873.3341,,1614,
19873.4498,,1615,
19873.4634,,1616,
19873.5402,,1617,
19873.6895,,1618,
19873.8658,,1619,
19874.1223,,1620,
19874.1978,,1621,
19874.3727,,1622,
19874.4605,,1623,
19874.4853,,1624,
19874.5404,,1625,
19874.6744,,1626,
19874.7574,,1627,
19874.8753,,1628,
19874.8844,,1629,
19874.8860,,1630,
19875.1305,,1631,
19875.1337,,1632,
19875.2069,,1633,
19875.3203,,1634,
19875.7574,,1635,
19875.8160,,1636,
19875.8199,,1637,
19875.8597,,1638,
19875.9204,,1639,
19876.0753,,1640,
19876.1860,,1641,
19876.1937,,1642,
19876.2015,,1643,
19876.2469,,1644,
19876.2573,,1645,
19876.2764,,1646,
19876.3049,,1647,
19876.3120,,1648,
19876.4767,,1649,
19876.5021,,1650,
19876.5235,,1651,
19876.7874,,1652,
19876.9333,,1653,
19877.0441,,1654,
19877.1122,,1655,
19877.1176,,1656,
19877.4620,,1657,
19877.4878,,1658,
19877.5030,,1659,
19877.5496,,1660,
19877.5806,,1661,
19877.5955,,1662,
19877.6104,,1663,
19877.6156,,1664,
19877.6334,,1665,
19877.6595,,1666,
19877.6652,,1667,
19877.7170,,1668,
19877.7213,,1669,
19877.8419,,1670,
19878.0169,,1671,
19878.0559,,1672,
19878.1129,,1673,
19878.1668,,1674,
19878.1987,,1675,
19878.2211,,1676,
19878.4444,,1677,
19878.5006,,1678,
19878.5983,,1679,
19879.1049,,1680,
19879.2381,,1681,
19879.3247,,1682,
19879.3729,,1683,
19879.5369,,1684,
19879.5957,,1685,
19879.8270,,1686,
19880.1069,,1687,
19880.2463,,1688,
19880.4302,,1689,
19880.4373,,1690,
19880.6066,,1691,
19880.8304,,1692,
19880.9189,,1693,
19881.0563,,1694,
19881.1002,,1695,
19881.1728,,1696,
19881.2905,,1697,
19881.3780,,1698,
19881.4090,,1699,
19881.6892,,1700,
19881.8557,,1701,
19882.2822,,1702,
19882.4627,,1703,
19882.4696,,1704,
19882.6616,,1705,
19882.8474,,1706,
19882.8630,,1707,
19883.0792,,1708,
19883.1526,,1709,
19883.5073,,1710,
19883.5356,,1711,
19883.5530,,1712,
19883.6293,,1713,
19883.7999,,1714,
19883.8067,,1715,
19883.8934,,1716,
19883.9059,,1717,
19883.9348,,1718,
19884.0430,,1719,
19884.3999,,1720,
19884.5046,,1721,
19884.5850,,1722,
19884.6263,,1723,
19884.7311,,1724,
19884.7728,,1725,
19884.8087,,1726,
19884.8633,,1727,
19884.9818,,1728,
19885.0838,,1729,
19885.1637,,1730,
19885.1889,,1731,
19885.1998,,1732,
19885.3168,,1733,
19885.3408,,1734,
19885.3992,,1735,
19885.4842,,1736,
19885.5140,,1737,
19885.6900,,1738,
19885.9803,,1739,
19886.0155,,1740,
19886.0758,,1741,
19886.2211,,1742,
19886.2564,,1743,
19886.3334,,1744,
19886.3397,,1745,
19886.5215,,1746,
19886.5861,,1747,
19886.6524,,1748,
19886.7126,,1749,
19886.8399,,1750,
19886.8542,,1751,
19887.0681,,1752,
19887.1500,,1753,
19887.3252,,1754,
19887.5381,,1755,
19887.9308,,1756,
19887.9649,,1757,
19888.0107,,1758,
19888.0190,,1759,
19888.0772,,1760,
19888.2697,,1761,
19888.6348,,1762,
19888.6878,,1763,
19888.7070,,1764,
19888.8054,,1765,
19888.9101,,1766,
19888.9571,,1767,
19889.0890,,1768,
19889.1066,,1769,
19889.1888,,1770,
19889.4830,,1771,
19889.5568,,1772,
19889.6229,,1773,
19889.8094,,1774,
19890.1027,,1775,
19890.1130,,1776,
19890.1222,,1777,
19890.2169,,1778,
19890.2583,,1779,
19890.2735,,1780,
19890.2961,,1781,
19890.3421,,1782,
19890.6126,,1783,
19890.6254,,1784,
19890.6590,,1785,
19890.7687,,1786,
19890.8494,,1787,
19890.8723,,1788,
19890.8992,,1789,
19890.9486,,1790,
19891.1036,,1791,
19891.1982,,1792,
19891.3827,,1793,
19891.5409,,1794,
19891.6426,,1795,
19891.6552,,1796,
19891.6827,,1797,
19891.7048,,1798,
19891.9367,,1799,
19892.1037,,1800,
19892.1076,,1801,
19892.2673,,1802,
19892.2765,,1803,
19892.3795,,1804,
19892.5449,,1805,
19892.7652,,1806,
19892.7680,,1807,
19892.9564,,1808,
19893.1480,,1809,
19893.2878,,1810,
19893.3009,,1811,
19893.3728,,1812,
19893.4220,,1813,
19893.4916,,1814,
19893.6612,,1815,
19893.7720,,1816,
19893.7904,,1817,
19893.8265,,1818,
19893.8493,,1819,
19893.8840,,1820,
19893.9394,,1821,
19893.9430,,1822,
19893.9633,,1823,
19893.9864,,1824,
19894.0508,,1825,
19894.2373,,1826,
19894.3263,,1827,
19894.3403,,1828,
19894.3648,,1829,
19894.4049,,1830,
19894.4425,,1831,
19894.5408,,1832,
19894.5775,,1833,
19894.6336,,1834,
19894.6386,,1835,
19894.8722,,1836,
19894.9787,,1837,
19894.9938,,1838,
19895.0369,,1839,
19895.1370,,1840,
19895.4480,,1841,
19895.5342,,1842,
19895.5421,,1843,
19895.6025,,1844,
19895.7011,,1845,
19895.7094,,1846,
19895.7205,,1847,
19895.7925,,1848,
19895.9715,,1849,
19896.0534,,1850,
19896.1285,,1851,
19896.2935,,1852,
19896.3371,,1853,
19896.3884,,1854,
19896.5649,,1855,
19896.7450,,1856,
19896.7667,,1857,
19896.8228,,1858,
19896.8920,,1859,
19897.2352,,1860,
19897.2427,,1861,
19897.2553,,1862,
19897.2678,,1863,
19897.2962,,1864,
19897.3510,,1865,
19897.4087,,1866,
19897.4674,,1867,
19897.5996,,1868,
19897.7102,,1869,
19897.7367,,1870,
19897.8302,,1871,
19897.9933,,1872,
19898.0399,,1873,
19898.0732,,1874,
19898.1203,,1875,
19898.1879,,1876,
19898.3594,,1877,
19898.4593,,1878,
19898.5080,,1879,
19898.6356,,1880,
19898.6430,,1881,
19898.6728,,1882,
19898.8449,,1883,
19898.8510,,1884,
19898.8644,,1885,
19898.8734,,1886,
19899.0043,,1887,
19899.0654,,1888,
19899.0879,,1889,
19899.3206,,1890,
19899.7911,,1891,
19899.7960,,1892,
19899.9266,,1893,
19899.9863,,1894,
19899.9969,,1895,
19900.0106,,1896,
19900.0410,,1897,
19900.1016,,1898,
19900.1703,,1899,
19900.4027,,1900,
19900.4238,,1901,
19900.4642,,1902,
19900.6001,,1903,
19900.6618,,1904,
19900.8490,,1905,
19900.9928,,1906,
19901.2137,,1907,
19901.4939,,1908,
19901.5397,,1909,
19901.5422,,1910,
19901.6940,,1911,
19901.7557,,1912,
19901.9091,,1913,
19901.9901,,1914,
19902.0816,,1915,
19902.0826,,1916,
19902.0973,,1917,
19902.1620,,1918,
19902.1844,,1919,
19902.2684,,1920,
19902.2765,,1921,
19902.3454,,1922,
19902.7032,,1923,
19902.7231,,1924,
19902.8207,,1925,
19902.8842,,1926,
19902.9838,,1927,
19903.1438,,1928,
19903.3698,,1929,
19903.3721,,1930,
19903.3889,,1931,
19903.4336,,1932,
19903.5662,,1933,
19904.0985,,1934,
19904.1129,,1935,
19904.1637,,1936,
19904.2216,,1937,
19904.2920,,1938,
19904.5125,,1939,
19904.5546,,1940,
19904.5735,,1941,
19904.6697,,1942,
19904.7036,,1943,
19904.8848,,1944,
19905.0028,,1945,
19905.0273,,1946,
19905.1356,,1947,
19905.3058,,1948,
19905.6483,,1949,
19905.9046,,1950,
19905.9318,,1951,
19906.1021,,1952,
19906.1814,,1953,
19906.3347,,1954,
19906.3648,,1955,
19906.4741,,1956,
19906.6715,,1957,
19906.7811,,1958,
19906.8309,,1959,
19906.8390,,1960,
19906.8846,,1961,
19906.9941,,1962,
19907.0882,,1963,
19907.1670,,1964,
19907.2526,,1965,
19907.2573,,1966,
19907.3203,,1967,
19907.4118,,1968,
19907.4376,,1969,
19907.6042,,1970,
19907.6450,,1971,
19907.6528,,1972,
19907.6859,,1973,
19907.7394,,1974,
19907.9486,,1975,
19907.9606,,1976,
19908.1049,,1977,
19908.2356,,1978,
19908.3127,,1979,
19908.3700,,1980,
19908.4019,,1981,
19908.4703,,1982,
19908.4944,,1983,
19908.5521,,1984,
19908.5951,,1985,
19908.6386,,1986,
19908.7724,,1987,
19908.8633,,1988,
19908.9240,,1989,
19909.0392,,1990,
19909.1927,,1991,
19909.2206,,1992,
19909.2397,,1993,
19909.2598,,1994,
19909.2787,,1995,
19909.6525,,1996,
19909.7817,,1997,
19909.8830,,1998,
19909.9235,,1999,
19909.9528,,2000,
19910.0901,,2001,
19910.2530,,2002,
19910.3555,,2003,
19910.3987,,2004,
19910.4641,,2005,
19910.4962,,2006,
19910.6013,,2007,
19910.6102,,2008,
19910.6342,,2009,
19910.6386,,2010,
19910.6714,,2011,
19910.7152,,2012,
19910.7338,,2013,
19910.8368,,2014,
19911.0137,,2015,
19911.0922,,2016,
19911.1373,,2017,
19911.1736,,2018,
19911.1792,,2019,
19911.2798,,2020,
19911.3477,,2021,
19911.4363,,2022,
19911.4539,,2023,
19911.6269,,2024,
19911.8204,,2025,
19911.8437,,2026,
19911.9175,,2027,
19912.0528,,2028,
19912.0962,,2029,
19912.1156,,2030,
19912.1583,,2031,
19912.2056,,2032,
19912.2938,,2033,
19912.3414,,2034,
19912.4851,,2035,
19912.5147,,2036,
19912.5346,,2037,
19912.5482,,2038,
19912.5601,,2039,
19912.6280,,2040,
19912.7184,,2041,
19912.7600,,2042,
19912.9412,,2043,
19912.9474,,2044,
19913.0517,,2045,
19913.0665,,2046,
19913.1001,,2047,
19913.1215,,2048,
19913.1481,,2049,
19913.1784,,2050,
19913.3731,,2051,
19913.4040,,2052,
19913.4606,,2053,
19913.5032,,2054,
19913.6796,,2055,
19913.7161,,2056,
19913.7206,,2057,
19913.7607,,2058,
19913.9265,,2059,
19913.9848,,2060,
19914.0049,,2061,
19914.0099,,2062,
19914.0218,,2063,
19914.0347,,2064,
19914.2405,,2065,
19914.4281,,2066,
19914.6045,,2067,
19914.6064,,2068,
19914.8644,,2069,
19915.4453,,2070,
19915.4735,,2071,
19915.4896,,2072,
19915.5026,,2073,
19915.5279,,2074,
19915.5847,,2075,
19915.6733,,2076,
19915.7313,,2077,
19915.8177,,2078,
19915.9990,,2079,
19916.0473,,2080,
19916.1255,,2081,
19916.1258,,2082,
19916.1948,,2083,
19916.4074,,2084,
19916.5968,,2085,
19916.6247,,2086,
19916.7854,,2087,
19916.8124,,2088,
19916.9336,,2089,
19917.0400,,2090,
19917.1266,,2091,
19917.1516,,2092,
19917.2479,,2093,
19917.2666,,2094,
19917.2865,,2095,
19917.5074,,2096,
19917.5095,,2097,
19917.6201,,2098,
19917.6448,,2099,
19917.6886,,2100,
19917.7114,,2101,
19917.7925,,2102,
19917.9370,,2103,
19918.0101,,2104,
19918.0129,,2105,
19918.0262,,2106,
19918.0460,,2107,
19918.0755,,2108,
19918.0824,,2109,
19918.1191,,2110,
19918.1866,,2111,
19918.2054,,2112,
19918.3239,,2113,
19918.3344,,2114,
19918.3498,,2115,
19918.5286,,2116,
19918.5401,,2117,
19918.6104,,2118,
19918.6761,,2119,
19918.7107,,2120,
19918.7331,,2121,
19918.7337,,2122,
19918.8682,,2123,
19918.8871,,2124,
19918.9553,,2125,
19919.0817,,2126,
19919.1093,,2127,
19919.1250,,2128,
19919.1441,,2129,
19919.1830,,2130,
19919.1968,,2131,
19919.2599,,2132,
19919.4361,,2133,
19919.5515,,2134,
19919.5751,,2135,
19919.6199,,2136,
19919.6520,,2137,
19919.6606,,2138,
19919.9006,,2139,
19920.0472,,2140,
19920.1532,,2141,
19920.2328,,2142,
19920.2658,,2143,
19920.3771,,2144,
19920.4137,,2145,
19920.4378,,2146,
19920.4697,,2147,
19920.4763,,2148,
19920.5155,,2149,
19920.5720,,2150,
19920.6691,,2151,
19920.7689,,2152,
19920.9197,,2153,
19921.0282,,2154,
19921.0520,,2155,
19921.3296,,2156,
19921.3534,,2157,
19921.4852,,2158,
19921.4898,,2159,
19921.4960,,2160,
19921.7496,,2161,
19921.8590,,2162,
19921.9476,,2163,
19922.0166,,2164,
19922.0499,,2165,
19922.0613,,2166,
19922.0735,,2167,
19922.0921,,2168,
19922.1095,,2169,
19922.1195,,2170,
19922.2118,,2171,
19922.3027,,2172,
19922.4485,,2173,
19922.5295,,2174,
19922.6819,,2175,
19922.8567,,2176,
19922.8865,,2177,
19922.9526,,2178,
19923.1295,,2179,
19923.2737,,2180,
19923.3122,,2181,
19923.3140,,2182,
19923.4508,,2183,
19923.4571,,2184,
19923.4944,,2185,
19923.5886,,2186,
19923.6384,,2187,
19923.6632,,2188,
19923.7103,,2189,
19923.8086,,2190,
19923.8522,,2191,
19924.0152,,2192,
19924.0547,,2193,
19924.1297,,2194,
19924.1471,,2195,
19924.1556,,2196,
19924.2740,,2197,
19924.2744,,2198,
19924.3843,,2199,
19924.4320,,2200,
19924.4713,,2201,
19924.6244,,2202,
19924.6672,,2203,
19924.6779,,2204,
19924.6889,,2205,
19924.7192,,2206,
19924.8213,,2207,
19924.8441,,2208,
19924.8592,,2209,
19924.8673,,2210,
19924.9158,,2211,
19924.9220,,2212,
19924.9846,,2213,
19925.0950,,2214,
19925.0983,,2215,
19925.1615,,2216,
19925.2108,,2217,
19925.2399,,2218,
19925.2544,,2219,
19925.2548,,2220,
19925.2773,,2221,
19925.4170,,2222,
19925.5172,,2223,
19925.5488,,2224,
19925.6507,,2225,
19925.6595,,2226,
19925.6607,,2227,
19925.7188,,2228,
19925.8093,,2229,
19925.9098,,2230,
19926.0392,,2231,
19926.0438,,2232,
19926.0533,,2233,
19926.2365,,2234,
19926.2392,,2235,
19926.2932,,2236,
19926.3373,,2237,
19926.3424,,2238,
19926.4419,,2239,
19926.5260,,2240,
19926.5388,,2241,
19926.5490,,2242,
19926.5532,,2243,
19926.5918,,2244,
19926.6086,,2245,
19926.6105,,2246,
19926.6745,,2247,
19926.6895,,2248,
19926.7720,,2249,
19926.8513,,2250,
19926.8904,,2251,
19926.9650,,2252,
19926.9738,,2253,
19926.9782,,2254,
19927.0013,,2255,
19927.0220,,2256,
19927.0329,,2257,
19927.0774,,2258,
19927.1701,,2259,
19927.1744,,2260,
19927.2305,,2261,
19927.2599,,2262,
19927.3506,,2263,
19927.3715,,2264,
19927.3830,,2265,
19927.4524,,2266,
19927.4712,,2267,
19927.5064,,2268,
19927.5081,,2269,
19927.5398,,2270,
19927.5775,,2271,
19927.6346,,2272,
19927.6604,,2273,
19927.6982,,2274,
19927.7262,,2275,
19927.7464,,2276,
19927.7725,,2277,
19927.7994,,2278,
19927.8532,,2279,
19927.9386,,2280,
19927.9571,,2281,
19927.9715,,2282,
19928.1182,,2283,
19928.3417,,2284,
19928.4032,,2285,
19928.4612,,2286,
19928.5646,,2287,
19928.6618,,2288,
19928.7019,,2289,
19928.7395,,2290,
19928.8773,,2291,
19928.9379,,2292,
19929.0477,,2293,
19929.1234,,2294,
19929.1939,,2295,
19929.2150,,2296,
19929.2312,,2297,
19929.2864,,2298,
19929.3660,,2299,
19929.3727,,2300,
19929.4079,,2301,
19929.4219,,2302,
19929.4643,,2303,
19929.4817,,2304,
19929.4834,,2305,
19929.5339,,2306,
19929.5492,,2307,
19929.5694,,2308,
19929.6074,,2309,
19929.6322,,2310,
19929.6468,,2311,
19929.6695,,2312,
19929.8210,,2313,
19929.8293,,2314,
19930.1103,,2315,
19930.1732,,2316,
19930.2030,,2317,
19930.3157,,2318,
19930.3168,,2319,
19930.4315,,2320,
19930.5052,,2321,
19930.5439,,2322,
19930.6911,,2323,
19930.7099,,2324,
19930.7293,,2325,
19930.8599,,2326,
19930.9616,,2327,
19930.9696,,2328,
19931.1099,,2329,
19931.1222,,2330,
19931.1301,,2331,
19931.1554,,2332,
19931.1575,,2333,
19931.1732,,2334,
19931.1749,,2335,
19931.2212,,2336,
19931.2257,,2337,
19931.2763,,2338,
19931.2978,,2339,
19931.2982,,2340,
19931.3034,,2341,
19931.3190,,2342,
19931.3284,,2343,
19931.4019,,2344,
19931.5013,,2345,
19931.5754,,2346,
19931.6623,,2347,
19931.7048,,2348,
19931.7751,,2349,
19932.0205,,2350,
19932.1135,,2351,
19932.1725,,2352,
19932.2122,,2353,
19932.2219,,2354,
19932.2957,,2355,
19932.3177,,2356,
19932.3188,,2357,
19932.3235,,2358,
19932.3322,,2359,
19932.3663,,2360,
19932.4126,,2361,
19932.5077,,2362,
19932.5115,,2363,
19932.5397,,2364,
19932.6825,,2365,
19932.6907,,2366,
19932.7592,,2367,
19932.7688,,2368,
19932.8133,,2369,
19932.8893,,2370,
19932.9011,,2371,
19932.9139,,2372,
19932.9731,,2373,
19932.9889,,2374,
19933.0040,,2375,
19933.0229,,2376,
19933.0362,,2377,
19933.0625,,2378,
19933.0640,,2379,
19933.1027,,2380,
19933.1885,,2381,
19933.1934,,2382,
19933.1986,,2383,
19933.2853,,2384,
19933.3250,,2385,
19933.3436,,2386,
19933.3482,,2387,
19933.3666,,2388,
19933.3949,,2389,
19933.3997,,2390,
19933.4037,,2391,
19933.4048,,2392,
19933.4696,,2393,
19933.5081,,2394,
19933.6883,,2395,
19933.7084,,2396,
19933.7413,,2397,
19933.7768,,2398,
19933.7769,,2399,
19933.7916,,2400,
19933.7983,,2401,
19933.9255,,2402,
19934.0351,,2403,
19934.0595,,2404,
19934.3449,,2405,
19934.3726,,2406,
19934.3787,,2407,
19934.3842,,2408,
19934.5016,,2409,
19934.5197,,2410,
19934.6921,,2411,
19934.7066,,2412,
19934.7204,,2413,
19934.8232,,2414,
19934.8338,,2415,
19934.8874,,2416,
19934.8924,,2417,
19934.9055,,2418,
19934.9096,,2419,
19934.9341,,2420,
19934.9780,,2421,
19934.9911,,2422,
19935.0264,,2423,
19935.0465,,2424,
19935.1004,,2425,
19935.1256,,2426,
19935.1387,,2427,
19935.1804,,2428,
19935.2371,,2429,
19935.2915,,2430,
19935.3438,,2431,
19935.3543,,2432,
19935.4018,,2433,
19935.4446,,2434,
19935.4951,,2435,
19935.5048,,2436,
19935.5093,,2437,
19935.5173,,2438,
19935.5187,,2439,
19935.7412,,2440,
