Année, Population, Aieux, Aieules
19935.7507,,2441,
19935.7688,,2442,
19935.9166,,2443,
19935.9965,,2444,
19936.0332,,2445,
19936.1274,,2446,
19936.1369,,2447,
19936.2337,,2448,
19936.3879,,2449,
19936.4368,,2450,
19936.4410,,2451,
19936.5041,,2452,
19936.6062,,2453,
19936.6336,,2454,
19936.6344,,2455,
19936.6575,,2456,
19936.7061,,2457,
19936.7353,,2458,
19936.8337,,2459,
19936.9501,,2460,
19937.2131,,2461,
19937.2912,,2462,
19937.2942,,2463,
19937.3145,,2464,
19937.3429,,2465,
19937.3581,,2466,
19937.3815,,2467,
19937.4218,,2468,
19937.4486,,2469,
19937.4851,,2470,
19937.4988,,2471,
19937.5096,,2472,
19937.5379,,2473,
19937.5706,,2474,
19937.6436,,2475,
19937.6607,,2476,
19937.7224,,2477,
19937.7735,,2478,
19937.9612,,2479,
19938.0336,,2480,
19938.0456,,2481,
19938.0779,,2482,
19938.0941,,2483,
19938.1016,,2484,
19938.1534,,2485,
19938.1644,,2486,
19938.1682,,2487,
19938.3000,,2488,
19938.3047,,2489,
19938.3317,,2490,
19938.4288,,2491,
19938.4608,,2492,
19938.4737,,2493,
19938.4974,,2494,
19938.5134,,2495,
19938.5542,,2496,
19938.5564,,2497,
19938.5601,,2498,
19938.6229,,2499,
19938.6678,,2500,
19938.6999,,2501,
19938.7886,,2502,
19938.8217,,2503,
19938.8577,,2504,
19938.8692,,2505,
19938.9379,,2506,
19938.9794,,2507,
19938.9862,,2508,
19939.0225,,2509,
19939.0781,,2510,
19939.0911,,2511,
19939.1150,,2512,
19939.1454,,2513,
19939.1648,,2514,
19939.1761,,2515,
19939.2030,,2516,
19939.2780,,2517,
19939.2919,,2518,
19939.3189,,2519,
19939.3797,,2520,
19939.3995,,2521,
19939.4137,,2522,
19939.4180,,2523,
19939.4742,,2524,
19939.5126,,2525,
19939.5149,,2526,
19939.5608,,2527,
19939.5950,,2528,
19939.7798,,2529,
19939.8074,,2530,
19939.8971,,2531,
19939.9971,,2532,
19940.0241,,2533,
19940.0355,,2534,
19940.0540,,2535,
19940.0731,,2536,
19940.0834,,2537,
19940.1085,,2538,
19940.2012,,2539,
19940.2222,,2540,
19940.3049,,2541,
19940.3167,,2542,
19940.3294,,2543,
19940.3379,,2544,
19940.3728,,2545,
19940.4502,,2546,
19940.4608,,2547,
19940.5087,,2548,
19940.5275,,2549,
19940.5459,,2550,
19940.5542,,2551,
19940.5620,,2552,
19940.6267,,2553,
19940.6722,,2554,
19940.6760,,2555,
19940.6876,,2556,
19940.7310,,2557,
19940.7914,,2558,
19940.8028,,2559,
19940.8704,,2560,
19940.8798,,2561,
19940.8911,,2562,
19940.9474,,2563,
19940.9478,,2564,
19940.9682,,2565,
19941.0264,,2566,
19941.0328,,2567,
19941.0642,,2568,
19941.1177,,2569,
19941.1773,,2570,
19941.1889,,2571,
19941.1916,,2572,
19941.2290,,2573,
19941.2626,,2574,
19941.2707,,2575,
19941.2794,,2576,
19941.3537,,2577,
19941.6221,,2578,
19941.6307,,2579,
19941.6509,,2580,
19941.6881,,2581,
19941.7739,,2582,
19941.8169,,2583,
19941.8172,,2584,
19941.8331,,2585,
19941.9448,,2586,
19941.9576,,2587,
19942.0351,,2588,
19942.1768,,2589,
19942.2197,,2590,
19942.2506,,2591,
19942.2748,,2592,
19942.3923,,2593,
19942.4043,,2594,
19942.4241,,2595,
19942.4661,,2596,
19942.5256,,2597,
19942.5899,,2598,
19942.6076,,2599,
19942.6152,,2600,
19942.6194,,2601,
19942.6350,,2602,
19942.6555,,2603,
19942.6645,,2604,
19942.7154,,2605,
19942.7461,,2606,
19942.7484,,2607,
19942.7681,,2608,
19942.7696,,2609,
19942.7810,,2610,
19942.8122,,2611,
19942.8339,,2612,
19942.8516,,2613,
19942.8884,,2614,
19942.8949,,2615,
19942.9474,,2616,
19942.9793,,2617,
19942.9900,,2618,
19943.0658,,2619,
19943.0824,,2620,
19943.1404,,2621,
19943.1585,,2622,
19943.1594,,2623,
19943.2639,,2624,
19943.2658,,2625,
19943.3236,,2626,
19943.3404,,2627,
19943.3895,,2628,
19943.4154,,2629,
19943.4929,,2630,
19943.5143,,2631,
19943.6581,,2632,
19943.7013,,2633,
19943.7083,,2634,
19943.7380,,2635,
19943.7407,,2636,
19943.7614,,2637,
19943.9420,,2638,
19943.9685,,2639,
19943.9723,,2640,
19944.0116,,2641,
19944.0773,,2642,
19944.0894,,2643,
19944.1367,,2644,
19944.1386,,2645,
19944.1415,,2646,
19944.2107,,2647,
19944.2386,,2648,
19944.3160,,2649,
19944.3640,,2650,
19944.3907,,2651,
19944.4426,,2652,
19944.4487,,2653,
19944.4741,,2654,
19944.5022,,2655,
19944.5095,,2656,
19944.5212,,2657,
19944.6625,,2658,
19944.7072,,2659,
19944.7694,,2660,
19944.8316,,2661,
19944.8910,,2662,
19944.9060,,2663,
19944.9106,,2664,
19945.0541,,2665,
19945.0688,,2666,
19945.2210,,2667,
19945.2280,,2668,
19945.2301,,2669,
19945.2646,,2670,
19945.2865,,2671,
19945.3049,,2672,
19945.3091,,2673,
19945.4267,,2674,
19945.4787,,2675,
19945.4865,,2676,
19945.5230,,2677,
19945.5409,,2678,
19945.5729,,2679,
19945.6166,,2680,
19945.7374,,2681,
19945.7714,,2682,
19945.7978,,2683,
19945.8181,,2684,
19945.8220,,2685,
19945.8399,,2686,
19945.9798,,2687,
19946.0067,,2688,
19946.0238,,2689,
19946.0388,,2690,
19946.0503,,2691,
19946.1087,,2692,
19946.1092,,2693,
19946.1451,,2694,
19946.2316,,2695,
19946.2563,,2696,
19946.2884,,2697,
19946.3324,,2698,
19946.3483,,2699,
19946.3921,,2700,
19946.3958,,2701,
19946.5031,,2702,
19946.5569,,2703,
19946.5959,,2704,
19946.6061,,2705,
19946.6440,,2706,
19946.6922,,2707,
19946.7023,,2708,
19946.7104,,2709,
19946.8366,,2710,
19946.9315,,2711,
19946.9338,,2712,
19946.9528,,2713,
19946.9924,,2714,
19946.9941,,2715,
19946.9973,,2716,
19947.0423,,2717,
19947.0732,,2718,
19947.1033,,2719,
19947.2006,,2720,
19947.2345,,2721,
19947.2518,,2722,
19947.2876,,2723,
19947.2883,,2724,
19947.3042,,2725,
19947.4031,,2726,
19947.4302,,2727,
19947.4314,,2728,
19947.4834,,2729,
19947.4909,,2730,
19947.4931,,2731,
19947.5106,,2732,
19947.5569,,2733,
19947.5715,,2734,
19947.6496,,2735,
19947.6639,,2736,
19947.6847,,2737,
19947.7195,,2738,
19947.7473,,2739,
19947.7617,,2740,
19947.7699,,2741,
19947.8484,,2742,
19947.8804,,2743,
19947.8874,,2744,
19947.9223,,2745,
19948.1333,,2746,
19948.1671,,2747,
19948.2314,,2748,
19948.2451,,2749,
19948.2458,,2750,
19948.3155,,2751,
19948.3617,,2752,
19948.3639,,2753,
19948.3996,,2754,
19948.4084,,2755,
19948.4338,,2756,
19948.5474,,2757,
19948.5505,,2758,
19948.5687,,2759,
19948.6870,,2760,
19948.6870,,2761,
19948.7085,,2762,
19948.7870,,2763,
19948.7898,,2764,
19948.8039,,2765,
19948.8918,,2766,
19949.0044,,2767,
19949.0241,,2768,
19949.0570,,2769,
19949.1230,,2770,
19949.1591,,2771,
19949.1675,,2772,
19949.1747,,2773,
19949.1749,,2774,
19949.1782,,2775,
19949.1981,,2776,
19949.2261,,2777,
19949.3391,,2778,
19949.3850,,2779,
19949.4717,,2780,
19949.4907,,2781,
19949.4989,,2782,
19949.5532,,2783,
19949.6181,,2784,
19949.6228,,2785,
19949.6672,,2786,
19949.6728,,2787,
19949.7358,,2788,
19949.8040,,2789,
19949.8202,,2790,
19949.9003,,2791,
19949.9636,,2792,
19949.9826,,2793,
19949.9838,,2794,
19950.0167,,2795,
19950.0210,,2796,
19950.0393,,2797,
19950.0710,,2798,
19950.0849,,2799,
19950.1217,,2800,
19950.1542,,2801,
19950.1801,,2802,
19950.2081,,2803,
19950.2556,,2804,
19950.2734,,2805,
19950.2898,,2806,
19950.3078,,2807,
19950.3220,,2808,
19950.3582,,2809,
19950.4068,,2810,
19950.5364,,2811,
19950.5503,,2812,
19950.6556,,2813,
19950.7172,,2814,
19950.7274,,2815,
19950.7658,,2816,
19950.7938,,2817,
19950.8741,,2818,
19950.9257,,2819,
19951.0098,,2820,
19951.0992,,2821,
19951.1098,,2822,
19951.1176,,2823,
19951.1282,,2824,
19951.2740,,2825,
19951.2901,,2826,
19951.4308,,2827,
19951.4639,,2828,
19951.5640,,2829,
19951.6764,,2830,
19951.6848,,2831,
19951.6918,,2832,
19951.7403,,2833,
19951.7492,,2834,
19951.7681,,2835,
19951.7808,,2836,
19951.7836,,2837,
19951.8308,,2838,
19951.9026,,2839,
19951.9576,,2840,
19951.9712,,2841,
19952.0095,,2842,
19952.0102,,2843,
19952.0685,,2844,
19952.1007,,2845,
19952.1403,,2846,
19952.1790,,2847,
19952.1938,,2848,
19952.2774,,2849,
19952.4058,,2850,
19952.4313,,2851,
19952.4923,,2852,
19952.5524,,2853,
19952.6132,,2854,
19952.6151,,2855,
19952.6262,,2856,
19952.7161,,2857,
19952.8368,,2858,
19952.8838,,2859,
19952.9395,,2860,
19952.9823,,2861,
19953.0013,,2862,
19953.0039,,2863,
19953.0088,,2864,
19953.0178,,2865,
19953.0441,,2866,
19953.0835,,2867,
19953.1311,,2868,
19953.1438,,2869,
19953.1699,,2870,
19953.2587,,2871,
19953.2765,,2872,
19953.2980,,2873,
19953.3291,,2874,
19953.3597,,2875,
19953.3645,,2876,
19953.3663,,2877,
19953.3935,,2878,
19953.4092,,2879,
19953.4294,,2880,
19953.4660,,2881,
19953.4824,,2882,
19953.5110,,2883,
19953.5156,,2884,
19953.5519,,2885,
19953.5658,,2886,
19953.6024,,2887,
19953.7136,,2888,
19953.7323,,2889,
19953.7458,,2890,
19953.7482,,2891,
19953.8551,,2892,
19953.8729,,2893,
19953.9092,,2894,
19953.9289,,2895,
19953.9657,,2896,
19953.9924,,2897,
19954.0010,,2898,
19954.0217,,2899,
19954.0365,,2900,
19954.0740,,2901,
19954.0772,,2902,
19954.0801,,2903,
19954.1626,,2904,
19954.1749,,2905,
19954.1840,,2906,
19954.2067,,2907,
19954.2750,,2908,
19954.2896,,2909,
19954.3040,,2910,
19954.3558,,2911,
19954.3640,,2912,
19954.4599,,2913,
19954.4842,,2914,
19954.4904,,2915,
19954.4987,,2916,
19954.5021,,2917,
19954.5364,,2918,
19954.5660,,2919,
19954.5893,,2920,
19954.6570,,2921,
19954.6741,,2922,
19954.7842,,2923,
19954.8433,,2924,
19954.8439,,2925,
19954.8509,,2926,
19954.8620,,2927,
19954.8908,,2928,
19954.9013,,2929,
19954.9366,,2930,
19954.9625,,2931,
19954.9877,,2932,
19955.0338,,2933,
19955.0419,,2934,
19955.0729,,2935,
19955.1011,,2936,
19955.1389,,2937,
19955.1563,,2938,
19955.1797,,2939,
19955.1853,,2940,
19955.2161,,2941,
19955.2258,,2942,
19955.3110,,2943,
19955.3325,,2944,
19955.3981,,2945,
19955.4042,,2946,
19955.4071,,2947,
19955.4113,,2948,
19955.4593,,2949,
19955.4822,,2950,
19955.4948,,2951,
19955.5049,,2952,
19955.5380,,2953,
19955.5503,,2954,
19955.5528,,2955,
19955.5687,,2956,
19955.6449,,2957,
19955.6476,,2958,
19955.6710,,2959,
19955.6899,,2960,
19955.7269,,2961,
19955.7594,,2962,
19955.7635,,2963,
19955.7973,,2964,
19955.8447,,2965,
19956.0622,,2966,
19956.3045,,2967,
19956.3159,,2968,
19956.3209,,2969,
19956.3587,,2970,
19956.4349,,2971,
19956.4681,,2972,
19956.4703,,2973,
19956.5121,,2974,
19956.5173,,2975,
19956.5257,,2976,
19956.5613,,2977,
19956.6362,,2978,
19956.6855,,2979,
19956.7561,,2980,
19956.7931,,2981,
19956.8735,,2982,
19956.9221,,2983,
19956.9616,,2984,
19957.0004,,2985,
19957.1054,,2986,
19957.1427,,2987,
19957.1559,,2988,
19957.1643,,2989,
19957.2226,,2990,
19957.2490,,2991,
19957.2936,,2992,
19957.3158,,2993,
19957.3776,,2994,
19957.3860,,2995,
19957.3909,,2996,
19957.4112,,2997,
19957.4188,,2998,
19957.4280,,2999,
19957.4761,,3000,
19957.4843,,3001,
19957.4964,,3002,
19957.5125,,3003,
19957.5222,,3004,
19957.6041,,3005,
19957.6726,,3006,
19957.6729,,3007,
19957.7153,,3008,
19957.7280,,3009,
19957.7305,,3010,
19957.7553,,3011,
19957.7671,,3012,
19957.8000,,3013,
19957.8179,,3014,
19957.9895,,3015,
19958.0052,,3016,
19958.0076,,3017,
19958.0308,,3018,
19958.0624,,3019,
19958.0685,,3020,
19958.1245,,3021,
19958.1633,,3022,
19958.1870,,3023,
19958.2063,,3024,
19958.2421,,3025,
19958.2493,,3026,
19958.2543,,3027,
19958.3300,,3028,
19958.3884,,3029,
19958.5432,,3030,
19958.5636,,3031,
19958.5871,,3032,
19958.6095,,3033,
19958.6247,,3034,
19958.6527,,3035,
19958.6895,,3036,
19958.7312,,3037,
19958.7955,,3038,
19958.8007,,3039,
19958.8396,,3040,
19958.9042,,3041,
19958.9364,,3042,
19958.9571,,3043,
19958.9623,,3044,
19958.9994,,3045,
19959.0495,,3046,
19959.0536,,3047,
19959.0592,,3048,
19959.0992,,3049,
19959.1217,,3050,
19959.1714,,3051,
19959.1834,,3052,
19959.2587,,3053,
19959.2775,,3054,
19959.2783,,3055,
19959.3051,,3056,
19959.3291,,3057,
19959.3580,,3058,
19959.3932,,3059,
19959.4464,,3060,
19959.4866,,3061,
19959.5413,,3062,
19959.5604,,3063,
19959.5693,,3064,
19959.5703,,3065,
19959.6213,,3066,
19959.6237,,3067,
19959.6434,,3068,
19959.6440,,3069,
19959.6966,,3070,
19959.7269,,3071,
19959.7586,,3072,
19959.8124,,3073,
19959.8479,,3074,
19959.8695,,3075,
19959.8853,,3076,
19959.9029,,3077,
19959.9149,,3078,
19959.9818,,3079,
19959.9826,,3080,
19960.0281,,3081,
19960.0405,,3082,
19960.0719,,3083,
19960.1161,,3084,
19960.1505,,3085,
19960.1721,,3086,
19960.1913,,3087,
19960.2226,,3088,
19960.2471,,3089,
19960.2575,,3090,
19960.2605,,3091,
19960.2753,,3092,
19960.3387,,3093,
19960.3568,,3094,
19960.3659,,3095,
19960.4442,,3096,
19960.4863,,3097,
19960.5012,,3098,
19960.6220,,3099,
19960.7591,,3100,
19960.7852,,3101,
19960.8153,,3102,
19960.8533,,3103,
19960.8597,,3104,
19960.8622,,3105,
19960.8762,,3106,
19960.8942,,3107,
19960.9139,,3108,
19960.9302,,3109,
19960.9819,,3110,
19960.9955,,3111,
19961.0864,,3112,
19961.1077,,3113,
19961.1116,,3114,
19961.1212,,3115,
19961.1246,,3116,
19961.1827,,3117,
19961.1943,,3118,
19961.2042,,3119,
19961.3048,,3120,
19961.3206,,3121,
19961.3397,,3122,
19961.3497,,3123,
19961.4112,,3124,
19961.4240,,3125,
19961.4383,,3126,
19961.5412,,3127,
19961.5428,,3128,
19961.5640,,3129,
19961.5726,,3130,
19961.5837,,3131,
19961.5988,,3132,
19961.6249,,3133,
19961.6315,,3134,
19961.6375,,3135,
19961.6483,,3136,
19961.6572,,3137,
19961.6665,,3138,
19961.7046,,3139,
19961.7278,,3140,
19961.7363,,3141,
19961.7915,,3142,
19961.7992,,3143,
19961.8222,,3144,
19961.8610,,3145,
19961.8656,,3146,
19961.8719,,3147,
19961.8776,,3148,
19961.9183,,3149,
19961.9458,,3150,
19961.9706,,3151,
19961.9913,,3152,
19961.9917,,3153,
19962.0107,,3154,
19962.0330,,3155,
19962.0390,,3156,
19962.0527,,3157,
19962.2685,,3158,
19962.2867,,3159,
19962.3189,,3160,
19962.3458,,3161,
19962.3816,,3162,
19962.4214,,3163,
19962.4405,,3164,
19962.4706,,3165,
19962.4945,,3166,
19962.6098,,3167,
19962.6308,,3168,
19962.6559,,3169,
19962.6834,,3170,
19962.6859,,3171,
19962.7096,,3172,
19962.7664,,3173,
19962.8142,,3174,
19962.8377,,3175,
19962.8804,,3176,
19962.9193,,3177,
19963.0177,,3178,
19963.1203,,3179,
19963.1382,,3180,
19963.2380,,3181,
19963.3192,,3182,
19963.3389,,3183,
19963.3542,,3184,
19963.4407,,3185,
19963.4567,,3186,
19963.5156,,3187,
19963.6059,,3188,
19963.6142,,3189,
19963.6260,,3190,
19963.6464,,3191,
19963.6520,,3192,
19963.6979,,3193,
19963.7404,,3194,
19963.8119,,3195,
19963.8631,,3196,
19963.8804,,3197,
19963.9211,,3198,
19964.0061,,3199,
19964.0747,,3200,
19964.0965,,3201,
19964.1120,,3202,
19964.1682,,3203,
19964.1911,,3204,
19964.2238,,3205,
19964.2284,,3206,
19964.2300,,3207,
19964.2370,,3208,
19964.2408,,3209,
19964.2745,,3210,
19964.2923,,3211,
19964.3083,,3212,
19964.3521,,3213,
19964.3656,,3214,
19964.4488,,3215,
19964.4742,,3216,
19964.4770,,3217,
19964.5562,,3218,
19964.5918,,3219,
19964.6009,,3220,
19964.6184,,3221,
19964.6258,,3222,
19964.6613,,3223,
19964.6827,,3224,
19964.7219,,3225,
19964.7221,,3226,
19964.8171,,3227,
19964.8519,,3228,
19964.8708,,3229,
19964.8733,,3230,
19964.8767,,3231,
19964.9145,,3232,
19964.9880,,3233,
19965.0105,,3234,
19965.0147,,3235,
19965.1053,,3236,
19965.1127,,3237,
19965.1422,,3238,
19965.1430,,3239,
19965.1532,,3240,
19965.1627,,3241,
19965.1976,,3242,
19965.2827,,3243,
19965.3054,,3244,
19965.3120,,3245,
19965.3150,,3246,
19965.3155,,3247,
19965.3351,,3248,
19965.3774,,3249,
19965.4039,,3250,
19965.5119,,3251,
19965.5245,,3252,
19965.6339,,3253,
19965.6437,,3254,
19965.6599,,3255,
19965.6666,,3256,
19965.6675,,3257,
19965.7006,,3258,
19965.7206,,3259,
19965.7378,,3260,
19965.7597,,3261,
19965.7662,,3262,
19965.7958,,3263,
19965.8142,,3264,
19965.8261,,3265,
19965.8466,,3266,
19965.8509,,3267,
19965.9306,,3268,
19965.9364,,3269,
19965.9521,,3270,
19965.9649,,3271,
19965.9713,,3272,
19965.9770,,3273,
19965.9900,,3274,
19966.0043,,3275,
19966.0161,,3276,
19966.0199,,3277,
19966.0432,,3278,
19966.0477,,3279,
19966.0557,,3280,
19966.0744,,3281,
19966.1396,,3282,
19966.2301,,3283,
19966.3181,,3284,
19966.3263,,3285,
19966.3339,,3286,
19966.4089,,3287,
19966.4094,,3288,
19966.4772,,3289,
19966.5092,,3290,
19966.5353,,3291,
19966.5387,,3292,
19966.5471,,3293,
19966.5677,,3294,
19966.5831,,3295,
19966.5952,,3296,
19966.6571,,3297,
19966.6581,,3298,
19966.7027,,3299,
19966.7493,,3300,
19966.7592,,3301,
19966.7722,,3302,
19966.7829,,3303,
19966.8824,,3304,
19966.8881,,3305,
19966.8996,,3306,
19966.9259,,3307,
19966.9385,,3308,
19966.9659,,3309,
19966.9684,,3310,
19967.0214,,3311,
19967.0331,,3312,
19967.1339,,3313,
19967.1560,,3314,
19967.1638,,3315,
19967.1772,,3316,
19967.2287,,3317,
19967.2541,,3318,
19967.2574,,3319,
19967.2584,,3320,
19967.2590,,3321,
19967.2617,,3322,
19967.2772,,3323,
19967.3090,,3324,
19967.3153,,3325,
19967.3486,,3326,
19967.3791,,3327,
19967.3833,,3328,
19967.4048,,3329,
19967.4072,,3330,
19967.4116,,3331,
19967.4261,,3332,
19967.4261,,3333,
19967.4311,,3334,
19967.4351,,3335,
19967.4491,,3336,
19967.4533,,3337,
19967.4916,,3338,
19967.5053,,3339,
19967.5128,,3340,
19967.5193,,3341,
19967.5969,,3342,
19967.6747,,3343,
19967.6883,,3344,
19967.7269,,3345,
19967.7598,,3346,
19967.7651,,3347,
19967.7692,,3348,
19967.7973,,3349,
19967.8161,,3350,
19967.8332,,3351,
19967.8639,,3352,
19967.8675,,3353,
19967.8801,,3354,
19967.9189,,3355,
19967.9840,,3356,
19967.9925,,3357,
19968.0445,,3358,
19968.0909,,3359,
19968.1140,,3360,
19968.1296,,3361,
19968.1461,,3362,
19968.1491,,3363,
19968.1496,,3364,
19968.1567,,3365,
19968.1869,,3366,
19968.1981,,3367,
19968.2124,,3368,
19968.2595,,3369,
19968.2678,,3370,
19968.2979,,3371,
19968.3176,,3372,
19968.3225,,3373,
19968.3541,,3374,
19968.3548,,3375,
19968.3554,,3376,
19968.3579,,3377,
19968.3837,,3378,
19968.4157,,3379,
19968.4225,,3380,
19968.4278,,3381,
19968.4331,,3382,
19968.4552,,3383,
19968.4997,,3384,
19968.5030,,3385,
19968.5406,,3386,
19968.5576,,3387,
19968.6105,,3388,
19968.6630,,3389,
19968.7286,,3390,
19968.7331,,3391,
19968.7370,,3392,
19968.7459,,3393,
19968.7468,,3394,
19968.7497,,3395,
19968.7758,,3396,
19968.8445,,3397,
19968.8713,,3398,
19968.9080,,3399,
19968.9152,,3400,
19968.9264,,3401,
19968.9310,,3402,
19968.9392,,3403,
19968.9500,,3404,
19968.9952,,3405,
19969.0423,,3406,
19969.0495,,3407,
19969.0946,,3408,
19969.1748,,3409,
19969.1749,,3410,
19969.2348,,3411,
19969.2422,,3412,
19969.2761,,3413,
19969.2874,,3414,
19969.3173,,3415,
19969.3296,,3416,
19969.3322,,3417,
19969.3364,,3418,
19969.3836,,3419,
19969.4363,,3420,
19969.4508,,3421,
19969.5080,,3422,
19969.5294,,3423,
19969.5872,,3424,
19969.5966,,3425,
19969.6071,,3426,
19969.6226,,3427,
19969.6306,,3428,
19969.6321,,3429,
19969.6511,,3430,
19969.6589,,3431,
19969.6619,,3432,
19969.6915,,3433,
19969.8074,,3434,
19969.8338,,3435,
19969.8495,,3436,
19969.9019,,3437,
19969.9779,,3438,
19969.9859,,3439,
19970.0034,,3440,
19970.0646,,3441,
19970.0725,,3442,
19970.1127,,3443,
19970.1209,,3444,
19970.1239,,3445,
19970.1952,,3446,
19970.2022,,3447,
19970.2258,,3448,
19970.2378,,3449,
19970.2474,,3450,
19970.2604,,3451,
19970.2908,,3452,
19970.3382,,3453,
19970.3407,,3454,
19970.3567,,3455,
19970.4094,,3456,
19970.4568,,3457,
19970.4671,,3458,
19970.4759,,3459,
19970.5034,,3460,
19970.5107,,3461,
19970.5240,,3462,
19970.5602,,3463,
19970.5895,,3464,
19970.6105,,3465,
19970.7649,,3466,
19970.7661,,3467,
19970.8254,,3468,
19970.8266,,3469,
19970.8309,,3470,
19970.8567,,3471,
19970.9027,,3472,
19970.9210,,3473,
19970.9826,,3474,
19971.0876,,3475,
19971.0986,,3476,
19971.1341,,3477,
19971.1705,,3478,
19971.1863,,3479,
19971.3064,,3480,
19971.3631,,3481,
19971.3759,,3482,
19971.3822,,3483,
19971.3860,,3484,
19971.4671,,3485,
19971.4990,,3486,
19971.5064,,3487,
19971.5750,,3488,
19971.6578,,3489,
19971.6670,,3490,
19971.6790,,3491,
19971.6924,,3492,
19971.6958,,3493,
19971.6969,,3494,
19971.7146,,3495,
19971.7296,,3496,
19971.7693,,3497,
19971.7704,,3498,
19971.8321,,3499,
19971.9088,,3500,
19971.9372,,3501,
19971.9533,,3502,
19972.0523,,3503,
19972.0699,,3504,
19972.0790,,3505,
19972.1242,,3506,
19972.1354,,3507,
19972.1513,,3508,
19972.1715,,3509,
19972.2052,,3510,
19972.2371,,3511,
19972.2407,,3512,
19972.2420,,3513,
19972.2560,,3514,
19972.2807,,3515,
19972.2893,,3516,
19972.3177,,3517,
19972.3314,,3518,
19972.3403,,3519,
19972.3455,,3520,
19972.3628,,3521,
19972.3729,,3522,
19972.4335,,3523,
19972.4791,,3524,
19972.5202,,3525,
19972.5397,,3526,
19972.5398,,3527,
19972.6142,,3528,
19972.6250,,3529,
19972.6818,,3530,
19972.6976,,3531,
19972.6978,,3532,
19972.7105,,3533,
19972.7338,,3534,
19972.7607,,3535,
19972.7800,,3536,
19972.8273,,3537,
19972.8345,,3538,
19972.8716,,3539,
19972.9027,,3540,
19972.9117,,3541,
19972.9327,,3542,
19972.9750,,3543,
19973.0036,,3544,
19973.0217,,3545,
19973.0399,,3546,
19973.0524,,3547,
19973.0725,,3548,
19973.0995,,3549,
19973.1138,,3550,
19973.1154,,3551,
19973.1254,,3552,
19973.1419,,3553,
19973.1488,,3554,
19973.1667,,3555,
19973.1726,,3556,
19973.2457,,3557,
19973.3047,,3558,
19973.3307,,3559,
19973.3334,,3560,
19973.3717,,3561,
19973.3788,,3562,
19973.3984,,3563,
19973.4198,,3564,
19973.4230,,3565,
19973.4327,,3566,
19973.5154,,3567,
19973.5209,,3568,
19973.5590,,3569,
19973.5610,,3570,
19973.6382,,3571,
19973.6445,,3572,
19973.6658,,3573,
19973.6681,,3574,
19973.6769,,3575,
19973.6974,,3576,
19973.7000,,3577,
19973.7443,,3578,
19973.7956,,3579,
19973.7958,,3580,
19973.8042,,3581,
19973.8111,,3582,
19973.8118,,3583,
19973.8506,,3584,
19973.9358,,3585,
19973.9428,,3586,
19973.9514,,3587,
19973.9614,,3588,
19974.0051,,3589,
19974.0108,,3590,
19974.0201,,3591,
19974.0587,,3592,
19974.0685,,3593,
19974.0866,,3594,
19974.1114,,3595,
19974.1494,,3596,
19974.1520,,3597,
19974.2055,,3598,
19974.2102,,3599,
19974.2178,,3600,
19974.2288,,3601,
19974.3030,,3602,
19974.3115,,3603,
19974.4117,,3604,
19974.4122,,3605,
19974.4251,,3606,
19974.4274,,3607,
19974.4740,,3608,
19974.4896,,3609,
19974.4956,,3610,
19974.5282,,3611,
19974.5713,,3612,
19974.6017,,3613,
19974.6248,,3614,
19974.6652,,3615,
19974.6797,,3616,
19974.7336,,3617,
19974.7636,,3618,
19974.7643,,3619,
19974.7853,,3620,
19974.8193,,3621,
19974.8696,,3622,
19974.8704,,3623,
19974.8760,,3624,
19974.9454,,3625,
19974.9498,,3626,
19974.9595,,3627,
19974.9640,,3628,
19974.9870,,3629,
19975.0172,,3630,
19975.0209,,3631,
19975.0296,,3632,
19975.0499,,3633,
19975.1191,,3634,
19975.1268,,3635,
19975.1349,,3636,
19975.1384,,3637,
19975.1733,,3638,
19975.1738,,3639,
19975.1747,,3640,
19975.1866,,3641,
19975.2857,,3642,
19975.2921,,3643,
19975.3045,,3644,
19975.3328,,3645,
19975.3693,,3646,
19975.3870,,3647,
19975.4212,,3648,
19975.4503,,3649,
19975.4603,,3650,
19975.4692,,3651,
19975.5708,,3652,
19975.5922,,3653,
19975.5936,,3654,
19975.6173,,3655,
19975.6245,,3656,
19975.6443,,3657,
19975.6669,,3658,
19975.6717,,3659,
19975.6963,,3660,
19975.7087,,3661,
19975.7285,,3662,
19975.7517,,3663,
19975.7602,,3664,
19975.8244,,3665,
19975.8258,,3666,
19975.8392,,3667,
19975.8560,,3668,
19975.9634,,3669,
19975.9669,,3670,
19976.0094,,3671,
19976.0168,,3672,
19976.0446,,3673,
19976.0545,,3674,
19976.0931,,3675,
19976.0992,,3676,
19976.1164,,3677,
19976.1398,,3678,
19976.1471,,3679,
19976.1486,,3680,
19976.1680,,3681,
19976.1970,,3682,
19976.2201,,3683,
19976.2262,,3684,
19976.2872,,3685,
19976.2880,,3686,
19976.3377,,3687,
19976.3436,,3688,
19976.3512,,3689,
19976.3626,,3690,
19976.4243,,3691,
19976.4771,,3692,
19976.4791,,3693,
19976.4831,,3694,
19976.5399,,3695,
19976.5478,,3696,
19976.5681,,3697,
19976.6446,,3698,
19976.6670,,3699,
19976.6904,,3700,
19976.7075,,3701,
19976.7832,,3702,
19976.8398,,3703,
19976.8494,,3704,
19976.8646,,3705,
19976.8825,,3706,
19976.8875,,3707,
19976.8909,,3708,
19976.8914,,3709,
19976.9173,,3710,
19976.9405,,3711,
